label,translation
Office of State Protection,Oficina de Protección del Estado
Good-Bye to All That,Adiós a todo ese
pocket money,dinero de bolsillo
spending money,dinero de gasto
Ozon Holdings PLC,Ozon Holdings PLC
Mongol-Tatar yoke,yugo mongol-tártaro
Renault Scénic III,Renault Scénic III
Renault Scenic III,Escenic de Renault III
1927 Crimean earthquakes,Terremotos de Crimea en 1927
2008 United States Senate election in Illinois,Elección al Senado de el Estados Unidos en Illinois en 2008
United States Senate election in Illinois  2008,Elección al Senado de el Estados Unidos en Illinois 2008
Monument to Catherine II of Russia  Saint Petersburg,Monumento a Catalina II de Rusia San Petersburgo
Society of Mind,Sociedad de el Mente
The Guns of August,El arma de agosto
Interstate 20 in Texas,Interestatal 20 en Texas
Interstate 81 in Virginia,Interestatal 81 en Virginia
Interstate 85 in North Carolina,Interestatal 85 en Carolina del Norte
Interstate 95 in Florida,Interestatal 95 en Florida
Liga Argentina de Voleibol – Serie A1,Liga Argentina de Voleibol – Serie A1
Liga A1 de Voley,Liga A1 de Voley
after competition,después de el competencia
Men Are from Mars  Women Are from Venus,El hombre ser de Marte el mujer ser de Venus
2007 FIFA U-20 World Cup squads,Escuadrón de el Copa del Mundo de el FIFA U-20 2007
Ukrainian Social Democratic Workers' party,Partido de el Trabajadores Socialdemócratas de Ucrania
Ukrainska sotsiial-demokratychna robitnycha partiia,Ukrainska sotsiial-demokratychna robitnychaber partiia
Babylonian astrology,Astrología babilónicar
Professor Dowell's Head,Jefa del profesor Dowell
Agence spatiale algérienne,Agencia espacialir algérienne
Agence spatiale algerienne,Agence spatiale algerienne
Public procurement law in Germany,Ley de contratación público en Alemania
Lincoln Mark VIII,Lincoln Marco VIII
artistic gymnastics at the Summer Olympics,gimnasia artístico en el Juegos Olímpicos de Verano
2010 Stanley Cup playoffs,Desempateos de el Copa Stanley 2010
1968 Red Square demonstration,Manifestación de el Plaza Roja de 1968
William Shakespeare's late romances,El romance tardío de William Shakespeare
Summer services,Servicios de verano
Adobe Acrobat Reader DC,Adobe Acrobat Reader DC
The Inheritance of Loss,El herencia de el pérdida
The Virtue of Selfishness,El virtud del egoísmo
Moominvalley in November,Moominvalley en noviembre
EA Tiburon,Tiburón de EA
A Stranger in the Mirror,Uno extraño en el espejo
h.a.n.d. Inc.,H.a.n.d. Inc.
And the Hippos Were Boiled in Their Tanks,Y él hipopotós ser hervir en su tanque
science of public administration,ciencia de el administración público
administrative studies,estudio administrativo
administrative sciences,ciencia administrativo
public administration theory,administración público
public administration science,ciencia de el administración público
Пуля для адвоката,Пуля para адвоката
Cider with Rosie,Sidra con Rosie
Devetashka cave,cueir de Devetashka
Shepherd's Bush Empire,Imperio de Bush del Pastor
O2 Shepherd's Bush Empire,Imperio Bush de O2 Shepherd
BBC Television Theatre,Teatro de Televisión de el BBC
The Voyage of the Space Beagle,El viaje del Beagle Espacial
timeline of architecture,línea de tiempo de el arquitectura
9ff GT9,9 ff GT9
presidency of Millard Fillmore,presidencia de Millard Fillmore
presidency of Woodrow Wilson,presidencia de Woodrow Wilson
Audit Board of Indonesia,Junta de Auditoría de Indonesia
AS Salé,AS Salé
Isolated hemihypertrophy,Hemihipertrofia aislado
Hemi 3 syndrome,síndrome de Hemi 3
Hemicorporal hypertrophy,Hipertrofiar hemicorporal
BlackBerry Pearl,Perla de BlackBerry
Tales from Moominvalley,Cuentos de Moominvalley
Amusing Ourselves to Death,Divertiéndonos hasta el muerte
Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Divertiéndonos hasta el muerte: Discurso público en el era del espectáculo negocio
Amusing ourselves to death,Divertiéndonos hasta el muerte
Ho Chi Minh City Stock Exchange LAG,LAG de el Bolsa de Valores de el ciudad de Ho Chi Minh
Cahier d'un retour au pays natal,Cahier d retorno au pays natal
National fund for social welfare organizations,Fondo nacional para el organización de bienestar social
NCAA Division I Women's Basketball Tournament,Torneo de baloncesto femenino de el División I de el NCAA
NCAA Women's Division I Basketball Championship,Campeonato de baloncesto de el división I femenino de el NCAA
NCAA Women's Division I Basketball Tournament,torneo de baloncesto de el División I de el NCAA femenino
NCAA Division I Women's Basketball Championship,Campeonato de baloncesto femenino división I de el NCAA
2009 NCAA Division I FBS football season,temporada de fútbol de el NCAA División I de el FBS 2009
rabbit hunting,cazar de conejo
cottontail hunting,caza de cola de algodón
Sakai clan,Clan Sakai
The Royal Conservatory of Music,El Conservatorio Real de Música
Royal Conservatory of Music  Toronto,Conservatorio Real de Música Toronto
Toronto College of Music,Escuela de Música de Toronto
Royal Conservatory of Toronto,Conservatorio Real de Toronto
Commentaries on the Laws of England,Comentarios sobre el ley de Inglaterra
history of electrical engineering,historia de ingeniería eléctrico
City of Sa Dec,Ciudad de Sa Dec
Office for Democratic Institutions and Human Rights,Oficina de Instituciones Democráticas y Derechos Humanos
Office for Free Elections,Oficina de Elecciones Libres
Connecticut for Lieberman,Connecticut para Lieberman
Crédit agricole du Maroc,Crédit agricolir du Maroc
Credit agricole du Maroc,Crédito agrico él du Maroc
1939 Erzincan earthquake,terremoto de Erzincan de 1939
University of Huddersfield,Universidad de Huddersfield
The Idea of Justice,El idea de el justicia
The Idea of Justice,El idea de el justicia
The Executioner's Song,El canción del verdugo
No Orchids for Miss Blandish,No orquídear para el señorita Blandish
Niigata Kenmin FM Broadcast,Emisión de Niigata Kenmin FM
The Conquest of America: The Question of the Other,El Conquista de América: El cuestión del otro
GW Pharmaceuticals,Farmacéuticos GW
GW Pharmaceuticals PLC,GW Pharmaceuticals PLC
Jāmiʿat ʾUmmi l-Qurā,Jāmi recién nacido por Ummi l-Qurā
1964 Niigata earthquake,Terremoto de Niigata de 1964
Tokyo Medical and Dental University,Universidad Médica y Odontológica de Tokio
Tōkyō ika shika daigaku,Tōkyō ika shika daigaku
1934 Latvian coup d'état,1934 golpe de estado de Letonia
Jovem Pan FM,Jovem Pan FM
Panathinaikos women's basketball,Baloncesto de Panathinaikos femenino
Fifth-generation programming language,Lenguaje de programación de quinto generación
La Bicyclette bleue,El bicicleta azul
Mao's Great Famine,El gran hambruna de Mao
Mao's Great Famine: The History of China's Most Devastating Catastrophe  1958–62,El gran hambruna de Mao: El historia de el catástrofe más devastador de China 1958-62
A Man's Place,El lugar de uno hombre
La Tragédie du roi Christophe,El Tragédie du roi Christophe
Il segreto del Bosco Vecchio,Il segreto del Bosco Vecchio
Confessions of an Italian,Confesiones de uno italiano
les mains du miracle,él mains du milagro
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,De el archivo mixto de el Sra. Basil E. Frankweiler
21st Century Museum of Contemporary Art,Museo de Arte Contemporáneo del siglo XXI
21st Century Museum of Contemporary Art  Kanazawa,Museo de Arte Contemporáneo del siglo XXI Kanazawa
Polish scouting,Exploración polaco
Republican Party of India,Partido republicano de el India
Regional High-Standard Highways in Japan,Autopistas regional de alto estándar en Japón
Maisons familiales rurales,Maisons familiales rural
arts administration,administración de el art
arts management,gestión de el art
vagal maneuver,maniobra vagal
list of Independent Administrative Institutes in Japan,lista de instituto administrativo independiente en Japón
FA Women's National League,Liga Nacional de Mujeres de el FA
FA Women's Premier League,Liga Premier Femenina de el FA
Adachi Museum of Art,Museo de Arte de Adachi
NCAA Division I Men's Golf Championships,Campeonato de golf masculino de el División I de el NCAA
NFL Blitz,Blitz NFL
Inter-University Centre for Astronomy and Astrophysics,Centro Interuniversitario de Astronomía y Astrofísica
Conservative Party of Quebec,Partido Conservador de Quebec
Conservative Party of Québec,Partido Conservador de Quebec
Liberal Party of Nova Scotia,Partido Liberal de Nueva Escocia
2012 United States Senate election in Connecticut,Elección al Senado de el Estados Unidos en Connecticut en 2012
Software construction,Construcción de software
Elections in Portugal,Elección en Portugal
Khmer Rouge rule of Cambodia,Jemer rojo de Camboya
2010 United States Senate election in Georgia,Elección del Senado de el Estados Unidos en Georgia en 2010
Indian Institute of Technology Patna,Instituto Indio de Tecnología Patna
IIT Patna,Patna IIT
2002 Iraqi presidential referendum,Referéndum presidencial de Irak 2002
Iraqi presidential referendum  2002,Referéndum presidencial de Irak 2002
Tenggelamnya Kapal van der Wijck,Tenggelamnya Kapal ir der Wijck
line of sight,línea de vista
sight line,línea de vista
visual axis,eje visual
nursing science,ciencia de enfermería
automotive supplier,proveedor de automóvil
automotive supplier industry,industria de proveedor de automóvil
automotive parts industry,industria de pieza de automóvil
The Doctor's Wife,El esposa del Doctor
Correctional Service of Canada,Servicio Correccional del Canadá
Snugglepot and Cuddlepie,Tazón y abrazo
Reshteh Kūh-e Bīnālūd,Reshteh Kūh-e Bīnālūd
Kūhestān-e Bīnālūd,Kūhestān-e Bīnālūd
St. Edward's University,Universidad de St. Eduardo
1980 El Asnam earthquake,El terremoto de El Asnam de 1980
Air traffic control radar beacon system,Sistema de baliza de radar de control de tránsito aéreo
University of Maiduguri,Universidad de Maiduguri
2008 United States presidential election in New Hampshire,Elección presidencial de el Estados Unidos de 2008 en New Hampshire
wildlife trade monitoring network,red de vigilancia del comercio de especie silvestr
Trade Records Analysis of Flora and Fauna in Commerce,Análisi de registro comercial de el flora y fauna en el comercio
TRAFFIC International,Tráfico Internacional
2009 Andhra Pradesh Legislative Assembly election,Elección a el Asamblea Legislativa de Andhra Pradesh 2009
Open University of Sri Lanka,Universidad Abierta de Sri Lanka
Hyundai HB20,Hyundai HB20
Department of Labor and Employment,Departamento de Trabajo y Empleo
Department of Budget and Management,Departamento de Presupuesto y Gestión
TNT KaTropa,KaTropa de TNT
USWA Unified World Heavyweight Championship,Campeonato Mundial Unificado de Peso Pesado de USWA
Saint Petersburg State University of Engineering and Economics,Universidad Estatal de Ingeniería y Economía de San Petersburgo
University of Chichester,Universidad de Chichester
University of Wisconsin–Whitewater,Universidad de Wisconsin-Whitewater
University of Wisconsin&ndash;Whitewater,Universidad de Wisconsin y Whitewater
University of Wisconsin Whitewater,Universidad de Wisconsin Whitewater
University of Wisconsin-Whitewater,Universidad de Wisconsin-Whitewater
retention election,elección de retención
judicial retention election,elección de retención judicial
retention referendum,referéndum de retención
2014 Paris municipal election,Elección municipal de París de 2014
Paris municipal election  2014,Elección municipal de París 2014
The Story of Philosophy,El historia de el filosofía
The Steps of the Sun,El paso del Sol
UCLA Bruins men's basketball,UCLA Bruins baloncesto masculino
UCLA Bruins basketball,UCLA Bruins baloncesto
Bruins men's basketball,Básquetbol masculino de Bruins
Bruins basketball,Básquet de Bruins
UCLA basketball,baloncesto de el UCLA
UCLA men's basketball,Baloncesto de el UCLA masculino
University of California Los Angeles men's basketball,Universidad de California El Ángeles baloncesto masculino
UCLA Bruins men's basketball team,Equipo de baloncesto de el UCLA Bruins masculino
UCLA Bruins basketball team,Equipo de baloncesto de el UCLA Bruins
UCLA basketball team,Equipo de baloncesto de el UCLA
Bruins men's basketball team,Equipo de baloncesto de Bruins
Bruins basketball team,Equipo de básquet de Bruins
UCLA Bruins,Bruin de UCLA
UCLA Bruins bball,Bball de Bruins de el UCLA
athletics at the 1968 Summer Olympics – men's 200 metres,atletismo en el Juegos Olímpicos de Verano de 1968 - 200 metro de el hombre
athletics at the 1968 Summer Olympics - men's 200 metres,atletismo en el Juegos Olímpicos de verano de 1968 - 200 metro de el hombre
Delhi College of Engineering,Escuela de Ingeniería de Delhi
Shaheed Sukhdev College of Business Studies,Colegio de Estudios de Negocios de Shaheed Sukhdev
National Accreditation Board for Testing and Calibration Laboratories,Junta Nacional de Acreditación para Laboratorios de Pruebas y Calibración
Hijaz mountains,Montañas Hijaz
Dunno on the Moon,No él saber en el Luna
Cabin of Peter the Great,Cabaña de Pedro el Grande
Tehran University of Art,Universidad de Arte de Teherán
1992 Erzincan earthquake,1992 terremoto de Erzincan
Allama iqbal open university,Universidad abierto de Allama iqbal
Washington State Cougars men's basketball,Baloncesto de el Pumas del Estado de Washington
Everybody's Golf,El golf de todo
Fai bei sogni,Fai bei sogni
Fiat Punto GT,Fiat Punto GT
Wildlife Institute of India,Instituto de Vida Silvestre de el India
The Day of the Owl,El día del búho
The Queen's Fool,El tonto de el reina
Il trionfo della morte,Il trionfo dellar morte
lamellar ichthyosis,ictiosis lamelar
Judo as a sport,Judo como deporte
Kinder cereals,Cereal infantil
The Art of Racing in the Rain,El arte de correr bajo el lluvia
Kyōko no Ie,Kyōko no Ie
The Second Summer of the Sisterhood,El segundo verano de el Hermandad
Le vergini delle rocce,Él vergini delle rocce
Virgins of the rocks,Vírgén de el roca
Leinster GAA Senior Hurling Championship,Campeonato de Hurling Senior Leinster GAA
Leontiasis ossea,óseo de leontiasis
University of Urmia,Universidad de Urmia
Pio di Savoia,Pío de Saboia
Laurence-Moon syndrome,Síndrome de Laurence-Moon
Laurence-Moon-Biedl syndrome,Síndrome de Laurence-Moon-Biedl
Teatro del Silenzio,Teatro del Silenzio
Theatre of Silence,Teatro del silencio
2010–11 Ashes series,Serie de ceniza 2010-11
2010-11 Ashes series,Serie de ceniza 2010-11
The Republic of Thieves,El República de el ladrón
Torneo Nacional de Ascenso,Torneo Nacional de Ascenso
2004–05 UEFA Champions League knockout stage,Etapa de knockout de el Liga de Campeones de el UEFA 2004-2005
2004-05 UEFA Champions League knockout stage,Etapa de nocaut de el Liga de Campeones de el UEFA 2004-05
2006–07 UEFA Champions League knockout stage,Etapa de knockout de el Liga de Campeones de el UEFA 2006-07
2006-07 UEFA Champions League knockout stage,Etapa de nocaut de el Liga de Campeones de el UEFA 2006-07
